Incident Number,Prefix,Incident Title,Incident Description,Incident Resolution,Resolution Team,Status,Status Update Date,Reported By,Institution,Institution Name,Reported Date,Location,Affected Person Department,Resolution Code,Source,Application Priority,Close Date
IN5816342,, NOK unable to sign MCAF-S eform as error msg pop up,"When attempting to log in to the system, users receive an 'Authentication Failed' error after entering their credentials. This issue affects multiple users across various departments. The expected outcome is successful login and access to the dashboard, but instead, users are redirected to an error page. The problem occurs consistently across multiple login attempts, preventing access to the system.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,7/12/2025 0:12,USER10,TTSH,Tan Tock Seng Hospital,7/4/2025 12:17,TTSH_ANX-BLK-2_L01_ADV-REHAB-THERA,IO - Ops (DICC) - Clinic,TRAINING,EMAIL,2,7/12/2025 0:12
IN6316348,, Verify all scheme button is missing,"When attempting to log in to the system, users receive an 'Authentication Failed' error after entering their credentials. This issue affects multiple users across various departments. The expected outcome is successful login and access to the dashboard, but instead, users are redirected to an error page. The problem occurs consistently across multiple login attempts, preventing access to the system.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",UAM_ALL,CLOSED,7/12/2025 0:12,USER90,TTSH,Tan Tock Seng Hospital,7/4/2025 12:19,TTSH_MC-BLK_L01_CLI1A,AO - Clinical Ops (Eye) - Clinic,NO ACTION TAKEN,EMAIL,2,7/12/2025 0:12
IN8616355,PENDING USER RESOLVE, Unable to approve FAPs that are manually created,"When attempting to install the Topaz Driver for TTSH eForms as per the email instructions, users encounter an 'Installation Failed' error during the setup process. This issue affects multiple users across departments. The expected outcome is a successful installation enabling the use of eForms, but instead, the installation fails, preventing access to the system.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",UAM_ALL,CLOSED,7/16/25 12:07 AM,USER34,TTSH,Tan Tock Seng Hospital,7/4/2025 12:26,TTSH_MB_L01_BIZ-OFC,Fin - Business Office,DATA ALTERED,EMAIL,2,7/16/25 12:07 AM
IN4116360,DUPLICATE," Unable to access patients' data in MBE, MPP and MPB for Endoscopy Centre","When attempting to access the National Billing System, users enter their credentials but receive an 'Authentication Failed' error. This issue affects multiple colleagues across different departments. The expected outcome is successful login to the dashboard, but instead, users are redirected to an error page. The problem persists despite repeated attempts.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/5/2025 0:01,USER16,TTSH,Tan Tock Seng Hospital,7/4/2025 12:30,TTSH_MC-BLK_L02_EC,NUR - Ambulatory,NO ACTION TAKEN,EMAIL,2,8/5/2025 0:01
IN7816383,DUPLICATE, Service Charges entered for Inpatient in Epic did not flow down to NBS,"When attempting to access the National Billing System (NBS), users enter their credentials but receive an 'Authentication Failed' error. This issue affects multiple colleagues across various departments. The expected outcome is a successful login to the dashboard, but instead, users are redirected to an error page. The problem persists despite repeated attempts.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/19/25 12:04 AM,USER11,TTSH,Tan Tock Seng Hospital,7/4/2025 12:53,TTSH_MC-BLK_B02_OPAT-CL,AO - Clinical Ops (Medicine) - Clinic,NO ACTION TAKEN,EMAIL,2,7/19/25 12:04 AM
IN5416392,EXTERNAL, Medications services not flow to NBS,"When attempting to access the Cash Desk Monitoring & Handover Confirmation feature, users are unable to locate their branch in the dropdown selection. Steps to reproduce: 1) Log in to the system, 2) Navigate to Cash Desk Monitoring, 3) Click on the branch dropdown. Actual outcome: The branch list is empty or missing. Expected outcome: The dropdown should display all available branches for selection. This issue affects multiple users across different departments, causing delays in handover confirmations.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/23/25 12:03 AM,USER20,TTSH,Tan Tock Seng Hospital,7/4/2025 13:05,TTSH_NCID-BLKG_L01_SPEC-OP-CLI-J,NCID - NCID Nursing,NO ACTION TAKEN,EMAIL,2,7/23/25 12:03 AM
IN8816431,PENDING USER RESOLVE, MSVCD Amount not captured despite scheme usage,"When attempting to access the BS staging environment via logon at devhealthgrp.com.sg, users encounter an 'Access Denied' error after entering credentials. This issue affects multiple developers and testers. The expected outcome is a successful login to the staging environment, but instead, users are redirected to an error page. The problem persists across multiple login attempts.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,7/15/25 12:11 AM,USER59,TTSH,Tan Tock Seng Hospital,7/4/2025 13:58,TTSH_NCID-BLKG_L01_SPEC-OP-CLI-J,NCID - NCID Nursing,WORK AS DESIGN,EMAIL,2,7/15/25 12:11 AM
IN2316445,PENDING USER DECISION, FA Scheme is not appearing in finance assistance profile and payor ranking,"When accessing the billing system, the counter cash desk option is missing from the interface. Users expected to find the cash desk feature under the billing menu to process payments, but it is not visible. This issue affects multiple users across departments, leading to delayed payment processing. The expected outcome was easy access to the cash desk for handling transactions, but the feature is entirely absent.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,7/15/25 12:11 AM,USER48,TTSH,Tan Tock Seng Hospital,7/4/2025 14:22,TTSH_NCID-BLKG_L01_SPEC-OP-CLI-J,NCID - NCID Nursing,WORK AS DESIGN,EMAIL,2,7/15/25 12:11 AM
IN6316454,PENDING USER RESOLVE, 100250014540 Unable to search BE id for 2b endoscopy centre admission on 01/07/2025,"Users are unable to add a central category in the Scheme Inclusion Rule. After navigating to the section, entering details, and clicking 'Add,' the system fails to save or confirm the addition, showing an error. This issue impacts multiple departments, disrupting accurate billing processes. The expected outcome was successful category addition, but the system currently prevents it, leading to delays and manual workarounds.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/22/25 12:04 AM,USER30,TTSH,Tan Tock Seng Hospital,7/4/2025 14:31,TTSH_MC-BLK_L02_2B-ENDO,NUR - Ambulatory,DATA ALTERED,EMAIL,2,7/22/25 12:04 AM
IN7716484,PENDING USER RESOLVE, Admission Created on 30.06.2025 -No Billable Data Flown in NBS,"The system is experiencing slowness across all NBS apps. Steps to reproduce: 1) Log in, 2) Use any NBS application. Actual outcome: Significant delays in app responses. Expected outcome: Normal performance. This issue affects multiple users, impacting productivity and efficiency in managing billing processes.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/16/25 12:08 AM,USER26,TTSH,Tan Tock Seng Hospital,7/4/2025 15:02,TTSH_MC-BLK_L02_EC,NUR - Ambulatory,BATCHRERUN,EMAIL,2,7/16/25 12:08 AM
IN9016494,PENDING USER RESOLVE, 100252492905 / AKU2500004576F / AKN2500004876B - Non Migrated. ED bill not linked to IP bill. No dummy payor code in ED bill.,"The system is experiencing slowness across all NBS applications. Steps to reproduce: 1) Log in, 2) Use any NBS application, 3) Perform typical actions. Actual outcome: Significant delays in app responses. Expected outcome: Normal performance. This issue affects multiple users, impacting productivity and efficiency in managing billing processes.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/16/25 12:08 AM,USER35,TTSH,Tan Tock Seng Hospital,7/4/2025 15:09,TTSH_WD-BLK_L01,Fin - Business Office,BATCHRERUN,PHONECALL,2,7/16/25 12:08 AM
